Meme ID,Template Name,Original (English),Translation
218,richarabclap,i'm so happy we have kids <sep> to blow up,"ich bin so froh, dass wir Kinder haben <sep> zum Explodieren"
168,mexicanotriste,the look on our faces <sep> when mr.mwai stole another lesson,der Ausdruck auf unseren Gesichtern <sep> als Mr. Mwai uns eine weitere Lektion stahl
223,confused muslim girl,Complain about the system <sep> Doesn't cooperate in order to receive benefits,"Beschweren Sie sich über das System <sep> Kooperiert nicht, um Leistungen zu erhalten"
294,nia china,When you look back in life <sep> and you feel fulfilled,Wenn du auf dein Leben zurückblickst <sep> und dich erfüllt fühlst
0,skeptical black kid,So You're telling me <sep> You eat too much and you want to lose weight?,also willst du mir sagen: <sep> Du isst zu viel und möchtest abnehmen?
78,advicejew,Life got you down? <sep> Would it kill you to call your mother?,"Das Leben macht dich fertig? <sep> Würde es dich umbringen, deine Mutter anzurufen?"
18,successful mexican,I come to <sep> tend your garden,"Ich komme, um <sep> deinen Garten zu pflegen"
216,confused muslim girl,When you go to the beach and no one has a suit <sep> ,Wenn du an den Strand gehst und niemand einen Badeanzug hat <sep> 
29,generic indian guy,you picked a good day to work from home... <sep> no one's here except me Kevin and Yaji !!!,"Du hast dir einen guten Tag zum Arbeiten von zu Hause aus ausgesucht … <sep> Außer mir, Kevin und Yaji, ist niemand hier!!!"
145,typical germany lover,Hitler <sep> did nothing wrong,Hitler <sep> nichts falsch gemacht
97,obese american,There's nothing wrong with the way i look <sep> It's todays society that's wrong,"An meinem Aussehen ist nichts auszusetzen <sep> Es ist die heutige Gesellschaft, die falsch liegt"
241,mexicans on a truck,kerry transporting <sep> America's newest arrivals,Kerry Transport <sep> Amerikas Neuankömmlinge
270,policeman,Once you start killing civilians for busted tail lights <sep> You are now a murderer,"Sobald Sie anfangen, Zivilisten wegen kaputter Rücklichter zu töten <sep> Sie sind ein Mörder jetzt"
24,black kid,MITT ROMNEY <sep> IS GAY,MITT ROMNEY <sep> IST SCHWUL
227,privilege denying feminist,there's no shame in nude photos <sep> stop humiliating women by releasing their nude photos,"Nacktfotos sind keine Schande <sep> Hören Sie auf, Frauen zu erniedrigen, indem Sie ihre Nacktfotos veröffentlichen"
31,generic indian guy,buys expensive guns <sep> cant afford shoes,kauft teure Waffen <sep> kann sich keine Schuhe leisten
194,oppressive trans bro,TRANS WOMEN <sep> GET MORE MEDIA REPRESENTATION THAN I DO,TRANSFRAUEN <sep> SIND IN DEN MEDIEN MEHR DARGESTELLT ALS ICH
155,privilege denying tranny,"surprise! <sep> geoff monday through friday, but georgia on the weekends","Überraschung! <sep> Geoff von Montag bis Freitag, aber Georgia am Wochenende"
275,scumbag catholic priest,Show your hate for healthy sex <sep> Become a priest today!,Zeigen Sie Ihren Hass auf gesunden Sex <sep> Werden Sie noch heute Priester!
107,strict policeman,i dont always beat teenagers <sep> but when i do my FAVORITEs are ones named mike manol,"ich schlage nicht immer Teenager <sep> aber wenn ich es tue, sind meine FAVORITEN diejenigen, die Mike Manol heißen"
201,bad advice asian,"#4 rule <sep> If he truly likes you, he'll forgive you.","Regel Nr. 4 <sep> Wenn er dich wirklich mag, wird er dir verzeihen."
278,feminist cunt,you're recording <sep> you better not put this on youtube,du nimmst auf <sep> das solltest du besser nicht auf YouTube stellen
76,muslim immigrant,how can we pray <sep> when the koran is burning,wie können wir beten <sep> wenn der Koran brennt
45,feministfrequently,I'm not a hypocrite <sep> i'm a woman,Ich bin keine Heuchlerin <sep> ich bin eine Frau
257,american flag shotgun guy, <sep> ain't scared of no tornado, <sep> hat keine Angst vor einem Tornado
251,arabic meme,How exciting I just met <sep> Our 12 year old daughter's husband to be,"Wie aufregend, dass ich gerade <sep> Den zukünftigen Ehemann unserer 12-jährigen Tochter getroffen habe"
235,policeman,The largest street gang <sep> in America,Die größte Straßengang <sep> in Amerika
299,nia china,When your emperor <sep> Burns all the books at school,Wenn dein Kaiser <sep> Alle Bücher in der Schule verbrennt
217,american flag shotgun guy,THE UNIVERSE <sep> DOES NOT EXIST,DAS UNIVERSUM <sep> EXISTIERT NICHT
30,generic indian guy,jason needs some brownie mix <sep> steven never texted him,Jason braucht einen Brownie-Mix <sep> Steven hat ihm nie geschrieben
15,sassy black woman,IVY <sep> 30 YEARS LATER,IVY <sep> 30 JAHRE SPÄTER
5,skeptical black kid,so your telling me <sep> the egyptians just left,also sagst du mir <sep> die Ägypter sind einfach gegangen
204,jesus christ,when hugging <sep> always leave room for jesus,beim Umarmen <sep> lass immer Platz für Jesus
37,advicejew,SEE THIS HAT <sep> THRIFT STORE,SIEHST DU DIESEN HUT <sep> GEBRAUCHTWARENLADEN
34,generic indian guy,1 pound fish <sep> very very cheap,1 Pfund Fisch <sep> sehr sehr günstig
178,indian father,how dare you... <sep> Krishna is not to be mocked,wie kannst du es wagen... <sep> Krishna ist nicht zum verspotten da
59,asian college freshman, <sep> I don't see a problem here, <sep> Ich sehe hier kein Problem
159,stern but honest chinese guy,America hates communism so much <sep> that it has borrowed 2 trillion from china,Amerika hasst den Kommunismus so sehr <sep> dass es 2 Billionen von China geliehen hat
103,jesus christ,yolo? <sep> never heard of it,du lebst nur einmal? <sep> noch nie davon gehört
49,asian college freshman,Indians are asian?! <sep> Since When?,Inder sind Asiaten?! <sep> Seit wann?
85,nice white girl,stop being mean to me <sep> i'm trying really hard,"hör auf, gemein zu mir zu sein <sep> ich gebe mir wirklich Mühe"
261,american flag shotgun guy,you may take my sunshine <sep> But you'll never take my freedom,Du kannst mir meinen Sonnenschein nehmen <sep> Aber du wirst mir niemals meine Freiheit nehmen
114,transvestite trevor,IT'S A TRAP!!! <sep> ,ES IST EINE FALLE!!! <sep> 
53,privilege denying tranny,abortion? a womans issue? <sep> transmen need abortions too!,Abtreibung? Ein Frauenthema? <sep> Auch Transmänner brauchen Abtreibungen!
166,scumbag catholic priest,Avoids meat as a sacrifice during Holy week <sep> Eats seafood that taste better than meat,"Vermeidet Fleisch als Opfer während der Karwoche <sep> Isst Meeresfrüchte, die besser schmecken als Fleisch"
207,transvestite trevor,So you admit <sep> To wearing women's clothing,Du gibst also zu <sep> Frauenkleidung zu tragen
126,y u so arab,you can do whatever you want <sep> but we're having dinner,du kannst machen was du willst <sep> aber wir essen zu Abend
148,jewish dude,have you ever been <sep> with a jew?,warst du schon mal <sep> mit einem Juden zusammen?
279,angry muslim guy,Oh SO That's what <sep> A Woman's Ears Look like,"Oh, das ist es also <sep> wie ein Frauen Ohr aussieht"
17,sassy black woman,YOU AIN'T GETTIN' NO FRIED CHICKEN <sep> TILL' YOU FINISH ALL  YOUR COOL-AID,DU BEKOMMST KEIN FRITTIERTES HÄHNCHEN <sep> BIS DU MIT DEINEM SAFT FERTIG BIST
139,feminist cunt,Sexually harassed by group of black guys <sep> blames the white male patriarchy,Sexuell belästigt von einer Gruppe schwarzer Männer <sep> Schuld ist das weiße männliche Patriarchat
298,muslim immigrant,when the bomb goes off too early <sep> ALLAH YOU CUNTTTTT,wenn die Bombe zu früh hochgeht <sep> ALLAH DU FOTZE
2,skeptical black kid,So if i treat women like shit <sep> i will do better with them? Cool!,Wenn ich Frauen also wie Dreck behandle <sep> werde ich mit ihnen besser zurechtkommen? Cool!
84,nice white girl,but my dreamcatcher tattoo <sep> honors native culture!,aber mein Traumfänger-Tattoo <sep> ehrt die einheimische Kultur!
271,privilege abusing white couple,I love you so much I put you in my <sep> long term memory,"Ich liebe dich so sehr, dass ich dich in mein <sep> Langzeitgedächtnis speichere"
10,american pride eagle,took your LANGUAGE and improved it <sep> you are welcome,habe deine SPRACHE genommen und verbessert <sep> gern geschehen
20,successful mexican,MINORITY <sep> NOT AT METRO TECH!!,MINDERHEIT <sep> NICHT BEI METRO TECH!!
33,generic indian guy,SHUT UP OSAMA! <sep> HE IS MY SON!,"HALT DIE FRESSE, OSAMA! <sep> ER IST MEIN SOHN!"
36,stereotypical indian telemarketer,when i try to duplicate your issue <sep> i get 'out of memory' error.,"wenn ich versuche, Ihr Problem zu reproduzieren <sep> ich erhalte die Fehlermeldung „Nicht genügend Arbeitsspeicher“."
52,jesus christ,"Love one another* <sep> (Except faggots, they are gross)","Liebt einander* <sep> (Außer Schwuchteln, die sind eklig)"
281,angry muslim guy,hates british <sep> moves to london,hasst Briten <sep> zieht nach London
105,feministfrequently,no im not going in the kitchen <sep> can you help open this jar for me?,"nein, ich gehe nicht in die Küche. <sep> kannst du mir helfen, dieses Glas zu öffnen?"
240,richarabclap,Let's become one... <sep> One israel,Lasst uns eins werden... <sep> Ein Israel
175,sassy black woman,"Gets monthly food stamps from state, <sep> spends them on $10.99 a pound steaks","Bekommt monatlich Lebensmittelmarken vom Staat, <sep> gibt sie für Steaks aus, die 10,99 Dollar pro Pfund kosten"
62,typical germany lover,adolf hitler <sep> was austrian,Adolf Hitler <sep> war Österreicher
127,success germany,lost 2 world wars <sep> still thinks they are the best,"hat 2 Weltkriege verloren <sep> denkt immer noch, sie seien die besten"
122,y u so arab,father <sep> why do you not stop yelling at me,"Vater <sep> warum hörst du nicht auf, mich anzuschreien"
39,jesus christ,I don't have the answers to everything. <sep> Ask google.,Ich habe nicht auf alles eine Antwort. <sep> Fragen Sie Google.
132,privilege abusing white couple,friends a black man on facebook <sep> he seems very articulate,Befreunde einen schwarzen Mann auf Facebook an <sep> er scheint sehr wortgewandt zu sein
90,troll asian,one does not simply <sep> press the toilet flush,man drückt nicht einfach <sep> die Toilettenspülung
56,privilege denying tranny,I may not be able to milk my tits <sep> but i can sure milk my cock,Ich kann vielleicht nicht meine Titten melken <sep> aber ich kann sicher meinen Schwanz melken
75,obese american,That awkward moment when Mr. Madaris forgets his lunch at home <sep> ,"Der peinliche Moment, wenn Herr Madaris sein Mittagessen zu Hause vergisst <sep> "
117,stern but honest chinese guy,Brainwashing caused all our problems <sep> so we need more brainwashing,Gehirnwäsche hat all unsere Probleme verursacht <sep> also brauchen wir mehr Gehirnwäsche
40,stereotypical indian telemarketer,"I do have your customer on the other line... <sep> Thank you for patiently holding, mr. derp","Ich habe Ihren Kunden in der anderen Leitung ... <sep> Vielen Dank für Ihre Geduld, Mr. Derp"
255,mexicans on a truck,carpooling to Vegas <sep> For jaime's birthday,Fahrgemeinschaft nach Vegas <sep> Zu Jaimes Geburtstag
237,scumbag police officer,Join the police force! <sep> Kill unarmed kids and get paid vacations!,Treten Sie der Polizei bei! <sep> Töten Sie unbewaffnete Kinder und bekommen Sie bezahlten Urlaub!
80,stern but honest chinese guy,MAO OUR GREAT HERO <sep> KILLED 40-70 MILLION OF HIS OWN PEOPLE,"MAO, UNSER GROSSER HELD <sep> TÖTETE 40-70 MILLIONEN SEINES EIGENEN VOLKES"
170,bad advice asian,you never see <sep> stray cat in chinatown,Du siehst nie <sep> streunende Katze in Chinatown
119,white power problems,THINKS JUDAISM <sep> IS A RACE,"DENKT, DAS JUDENTUM <sep> IST EINE RASSE"
259,mexicans on a truck,"all aboard <sep> next stop, Dodgers Stadium","alle einsteigen <sep> nächster Halt, Dodgers Stadium"
183,good chinese student,Fights off robber with fly spray <sep> Good for controlling pests,Bekämpft Räuber mit Fliegenspray <sep> Gut zur Schädlingsbekämpfung
129,obese american,"If you just work hard, you'll succeed! <sep> works 70 hour weeks, lives in a trailer","Wenn du nur hart arbeitest, wirst du Erfolg haben! <sep> arbeitet 70 Stunden pro Woche, lebt in einem Wohnwagen"
203,muslim immigrant,africa for the africans asia for the asians <sep> white countries for everyone !,"Afrika für die Afrikaner, Asien für die Asiaten <sep> Weiße Länder für alle!"
1,skeptical black kid,Hmmm... <sep> Fried chicken you say,"Hmmm ... <sep> Frittiertes Hühnchen, sagst du"
74,advicejew,my name is <sep> tony,ich heiße <sep> tony
22,black kid,GIRLS THINK I'M SEXY <sep> <emp>,MÄDCHEN FINDEN MICH SEXY <sep> <emp>
167,bad advice asian,not my fault <sep> it was poorly designed,nicht meine Schuld <sep> es war schlecht gestaltet
135,bad advice asian,one kilo of chicken wings. <sep> ,ein Kilo Hähnchenflügel. <sep> 
23,black kid,MY MOM NAMED ME <sep> PRINCESS.,MEINE MAMA HAT MICH <sep> PRINZESSIN GENANNT.
163,success germany,zero tolerance on <sep> douche bags,Null Toleranz gegenüber <sep> Idioten
151,strict policeman,calls you a pedophile <sep> trades child porn on the internet,nennt dich einen Pädophilen <sep> verkauft Kinderpornos im Internet
150,condescending christian,incredibly sexy <sep> equally annoying,unglaublich sexy <sep> ebenso nervig
256,white power problems,Aryan <sep> Never celebrated Nowruz,Arier <sep> Hat nie Nowruz gefeiert
286,privilege abusing white couple,Wedding day <sep> This Friday,Hochzeitstag <sep> Diesen Freitag
208,scumbag police officer,tough drugs laws aren't working <sep> so it only makes sense if we make the laws TOUGHER,"harte Drogengesetze funktionieren nicht <sep> also macht es nur Sinn, wenn wir die Gesetze HÄRTER machen"
158,muslim immigrant,LET US IN THEY SAID <sep> WE'LL BE NICE THEY SAID,"LASST UNS REIN, SAGTEN SIE <sep> WIR WERDEN NETT SEIN, SAGTEN SIE"
137,american flag shotgun guy,Guess what <sep> its veterans day,Ratet mal <sep> es ist Veteranentag
13,american pride eagle,SEES COMMENTS ON YOUTUBE VIDEO OF NON-SPEAKING ENGLISH COUNTRY <sep> ENGLISH PLEASE,SIEHT KOMMENTARE ZUM YOUTUBE-VIDEO EINES NICHT ENGLISCH SPRECHENDEN LANDES <sep> ENGLISCH BITTE
177,jewish dude,want to come <sep> with?,willst du <sep> mitkommen?
284,obese american,hates big government <sep> gets social security,hasst den großen Staat <sep> bekommt Sozialhilfe
19,successful mexican,I PASSED THE BORDER <sep> THATS WHY IM HAPPY,ICH HABE DIE GRENZE ÜBERSCHRITTEN <sep> DESHALB BIN ICH FROH
196,y u so arab,I heard there is a hijack <sep> am i too late?,"Ich habe gehört, es gibt eine Entführung <sep> bin ich zu spät?"
160,bad advice asian,"look at this... <sep> the moon, not my finger","schau dir das an... <sep> den Mond, nicht mein Finger"
222,advicejew,you pay taxes <sep> because of us,Du zahlst Steuern <sep> wegen uns
136,privilege abusing white couple,Asian dressed in black <sep> Are you a ninja?,Asiaten gekleidet in Schwarz <sep> Bist du ein Ninja?
186,feministfrequently,I had a friend that got almost raped <sep> your argument is invalid,"Ich hatte eine Freundin, die fast vergewaltigt wurde <sep> Deine Argumente sind ungültig"
180,angry muslim guy,SEES UNACCEPTABLE MUSLIM MEME <sep> WISHES THEY COULD PROVIDE A BETTER MEME IN RESPONSE,"SIEHT INAKZEPTABLES MUSLIMISCHES MEME <sep> WÜNSCHT SICH, SIE KÖNNTEN ALS ANTWORT EIN BESSERES MEME LIEFERN"
115,troll asian,I'm pretty damn happy <sep> about football,Ich bin verdammt glücklich <sep> über Fußball
233,jewish dude,you shall not <sep> access your favorite websites,du darfst nicht <sep> auf deine Lieblings-Websites zugreifen
70,obese american,jogs for exercise... <sep> from her bed to the fridge,joggt zum Training... <sep> vom Bett zum Kühlschrank
51,jewish dude,I Got Punched In The Face At A bar mitzvah <sep> BY MY COUSIN WHOSE bar mitzvah IT WAS,"Ich bekam bei einer Bar Mitzwa einen Schlag ins Gesicht <sep> VON MEINEM COUSIN, DESSEN Bar Mitzwa es war"
192,privilege denying feminist,"society's Gender roles are ignorant and wrong! <sep> tells you to ""man up and grow some balls""","Die Geschlechterrollen in der Gesellschaft sind ignorant und falsch! <sep> sagt dir, sei ein Mann und lass dir Eier wachsen."
172,germany pls,spring is finally here <sep> the whole countryside is yellow,Der Frühling ist endlich da <sep> das ganze Land ist gelb
26,black kid,HOW I FEEL <sep> WHEN THE KIDS ARE ASLEEP,WIE ICH MICH FÜHLE <sep> WENN DIE KINDER SCHLAFEN
16,sassy black woman,"<emp> <sep> SON, WHY DIDN'T YOU STEAL THAT?","<emp> <sep> SOHN, WARUM HAST DU DAS NICHT GESTOHLEN?"
263,stern but honest chinese guy,The Linder-Green family should move to <sep> North Korea/DPRK,Die Familie Linder-Green sollte nach <sep> Nordkorea/DVRK ziehen
120,condescending christian,Things aren't going our way <sep> help! we're being persecuted!!!,"Es läuft nicht so, wie wir es uns wünschen <sep> Hilfe! Wir werden verfolgt!!!"
81,stereotypical indian telemarketer,"technical support, <sep> this is karan speaking","technischer Support, <sep> hier spricht Karan"
200,mexicans on a truck,Heading to Ellie's <sep> Who's coming?,Auf dem Weg zu Ellie <sep> Wer kommt mit?
276,policeman,"Actually, Facebook does <sep> Have rules on grammar...",Tatsächlich gibt es auf Facebook <sep> Regeln zur Grammatik ...
213,typical germany lover,KEEP CALM BRAZIL AND <sep> WE WILL KEEP IT SHORT AND TO THE POINT,"BEHALTE RUHE, BRASILIEN, UND <sep> WIR HALTEN ES KURZ UND AUF DEN PUNKT"
262,mexicans on a truck,the down fall of america <sep> without firing a shot,der Untergang Amerikas <sep> ohne einen Schuss abzufeuern
131,privilege abusing white couple,minority children deserve to be admitted <sep> into the best trade schools,Kinder von Minderheiten haben ein Recht auf Aufnahme <sep> in die besten Berufsschulen
289,angry muslim guy,It's racist to call me a goat humper <sep> Even though I hump goats,"Es ist rassistisch, mich Ziegenficker zu nennen <sep> Auch wenn ich Ziegen ficke"
239,scumbag police officer,I couldn't but help notice you have a brake light out <sep> ,"Mir ist aufgefallen, dass bei dir ein Bremslicht ausgefallen ist <sep> "
138,american flag shotgun guy,SOUTH WILL <sep> RISE AGAIN,SÜDEN WIRD <sep> WIEDER AUFERSTEHEN
41,jesus christ,The Technique <sep> will save you,Die Technik <sep> wird dich retten
143,mexicanotriste,MADE IT THROUGH THE ANGLESEY BORDER <sep> NOT BAD,Habe es durch die Grenze von Anglesey geschafft <sep> nicht schlecht
265,privilege abusing white couple,Quality men believe in equality of women <sep> ,Hochwertige Männer glauben an die Gleichberechtigung der Frauen <sep> 
169,condescending christian,muslims are bad <sep> because the bible is good,Muslime sind böse <sep> weil die Bibel gut ist
162,privilege denying feminist,porn is disgusting and sexist <sep> so the stuff I like isn't porn,"Pornos sind ekelhaft und sexistisch <sep> also sind die Sachen, die ich mag, keine Pornos"
111,bad advice asian,bring your dog <sep> we have chicken?,bring dein Hund mit <sep> wir haben Hühnchen?
224,confused muslim girl,When they ask Omar.. <sep> You are VEGETARIAN?!,Wenn sie Omar fragen... <sep> Du bist VEGETARIER?!
60,asian college freshman,"oh shit, ribs on special <sep> diet starts tomorrow guys","oh Scheiße, Rippchen im Angebot <sep> Diät beginnt morgen, Leute"
156,y u so arab,ARAB FRIEND <sep> CHRIS,ARABISCHER FREUND <sep> CHRIS
190,scumbag police officer,Says speeding is dangerous <sep> speeds anyway without reason,"Sagt, zu schnelles Fahren sei gefährlich <sep> fährt trotzdem ohne Grund zu schnell"
130,privilege abusing white couple,global warming is really bad <sep> for property values on cape cod,Die globale Erwärmung ist wirklich schlimm <sep> für die Immobilienwerte auf Cape Cod
266,good chinese student,chinese students <sep> they are everywhere,chinesische Studenten <sep> sie sind überall
6,skeptical black kid,so you're telling me <sep> i can play xbox 6 of the 7 days of the week?,"also willst du mir sagen, <sep> dass ich an 7 Tagen in der Woche Xbox 6 spielen kann?"
247,scumbag catholic priest,A Priest ! <sep> Hide the children !,Ein Priester! <sep> Versteckt die Kinder!
46,angry muslim guy,God is allmighty <sep> But I'll beat the wife myself,Gott ist allmächtig <sep> Aber ich werde die Frau selbst schlagen
272,nia china,KEEP CALM <sep> AND PENETRATE CHINA!,BEWAHRT RUHE <sep> UND DRINGE IN CHINA EIN!
32,generic indian guy,STANLEY I COULD EAT YOU FOR BREAKFAST <sep> LUNCH AND DINNER,"STANLEY, ICH KÖNNTE DICH ZUM FRÜHSTÜCK <sep> MITTAGESSEN UND ABENDESSEN VERNASCHEN"
63,good chinese student,"oh no i need to pay my hospital bills <sep> joke, canada has free universal health care!","oh nein, ich muss meine Krankenhausrechnungen bezahlen <sep> Scherz, in Kanada gibt es eine kostenlose allgemeine Gesundheitsversorgung!"
283,confused muslim girl,When your husband would rather <sep> fuck his goat right in the pussy instead of you,"Wenn dein Mann lieber <sep> seine Ziege direkt in die Muschi ficken würde, anstatt dich"
104,success germany,lend greece own taxpayer money <sep> STILL GET CALLED A NAZI,leihe Griechenland eigenes Steuergeld <sep> WERDE IMMER NOCH ALS NAZI BEZEICHNET
69,troll asian,EXpected by group members to do majority of work <sep> doesn't do anything,"Von den Gruppenmitgliedern wird erwartet, dass man den Großteil der Arbeit erledigen <sep> tut nichts"
153,privilege denying feminist,if a man is raped <sep> his body can shut that thing down,Wenn ein Mann vergewaltigt wird <sep> Sein Körper kann das Ding abschalten
238,mexicans on a truck,Jose's family <sep> Going on a trip,Joses Familie <sep> Auf Reisen
269,muslim immigrant,just in time <sep> for new year in cologne,pünktlich <sep> zum Neujahr in Köln
91,typical germany lover,fucked the world twice <sep> complains about immigrants,fickt die Welt zweimal <sep> beschwere sich über Einwanderer
161,transvestite trevor,TOMMY. <sep> ON SATURDAYS,TOMMY. <sep> AN SAMSTAGEN
82,y u so arab,Hey syrian guy <sep> y u post a picture of me but not a picture of you?,"Hey Syrer <sep> warum postest du ein Bild von mir, aber kein Bild von dir?"
95,success germany,How to get France and England mad at you <sep> in two easy steps,So machen Sie Frankreich und England wütend <sep> in zwei einfachen Schritten
125,sassy black woman,"DO NOT, <sep> STOP THIS TRUCK!",STOPP <sep> DIESEN LKW NICHT!
187,arabic meme,5 goats and 2 cows.. <sep> I have many sons.,5 Ziegen und 2 Kühe.. <sep> Ich habe viele Söhne.
54,privilege denying tranny,the birth of the baby jesus was a queer party <sep> all the dudes wore dresses!,Die Geburt des Jesuskindes war eine schwule Party <sep> Alle Typen trugen Kleider!
7,skeptical black kid,so you're telling me <sep> you already adjusted our grades,also willst du mir sagen <sep> du hast unsere Noten bereits angepasst
209,white power problems,this man <sep> does not own a mirror,dieser Mann <sep> besitzt keinen Spiegel
144,troll asian,Says he cant play a game <sep> Asian,"Sagt, er kann kein Spiel spielen <sep> Asiate"
27,black kid,THIS IS ME <sep> WHEN I HEARD YOUR BROTHER IS SINGLE,"DAS BIN ICH <sep> ALS ICH HÖRTE, DEIN BRUDER IST SINGLE"
142,american flag shotgun guy,They Took <sep> our jobs!!!,Sie haben <sep> uns die Jobs weggenommen!!!
211,feministfrequently,Complains that women are underrepresented in STEM fields <sep> Gets a degree in women's studies,"Beschwert sich, dass Frauen in MINT-Fächern unterrepräsentiert sind <sep> Macht einen Abschluss in Frauenstudien"
221,policeman,come here!! <sep> ,komm her!! <sep> 
87,strict policeman,You have the right to remain silent <sep> Everything you say can an will be turned into a meme,"Sie haben das Recht zu schweigen <sep> Alles, was Sie sagen, kann und wird in ein Meme verwandelt"
250,mexicans on a truck,"Natives be like <sep> On our way to the state games,save us a spot.","Die Einheimischen sagen: <sep> Auf dem Weg zu den Staatsspielen, reserviert Sie uns einen Platz."
44,feministfrequently,This background <sep> is sexist,Dieser Hintergrund <sep> ist sexistisch
116,troll asian,Asian Jerry asks where you go to create a meme <sep> uses it against you...such an asshole!,"Der Asiate Jerry fragt, wo man ein Meme erstellen kann <sep> und verwendet es gegen dich ... so ein Arschloch!"
258,policeman,When the police finds out <sep> You're Black,Wenn die Polizei herausfindet <sep> Dass du schwarz bist
277,mexicanotriste,"Obama lied to me <sep> Said I could vote, but now I go to jail","Obama hat mich angelogen <sep> Sagte, ich könnte wählen, aber jetzt gehe ich ins Gefängnis"
295,nia china,When your girlfriend knows your cycle <sep> and brings you a cooling kit,Wenn deine Freundin deinen Zyklus kennt <sep> und dir ein Kühlset mitbringt
296,nia china,Being a nice person <sep> Does not mean being stupid,"Ein netter Mensch zu sein <sep> Bedeutet nicht, dumm zu sein"
182,richarabclap,lets stop sending money to foreigners <sep> and use that money to send every american to yale,"Hören wir auf, Geld an Ausländer zu schicken <sep> und nutzen wir das Geld, um jeden Amerikaner nach Yale zu schicken"
219,feministfrequently,Be angry on the internet! <sep> It will change things in real life!,Sei im Internet wütend! <sep> Es wird Dinge im echten Leben verändern!
264,typical germany lover,Susanne Lang <sep> Probably the best Technical translator in Germany,Susanne Lang <sep> Die wahrscheinlich beste technische Übersetzerin Deutschlands
11,american pride eagle,a promise to me <sep> was broken,ein Versprechen an mich <sep> wurde gebrochen
236,scumbag police officer,"85 in a 70? <sep> Oh, I didn't see that you're a beautiful blonde. Carry on ma'am","85 in einer 70 Zone? <sep> Oh, ich habe nicht gesehen, dass Sie eine wunderschöne Blondine sind. Machen Sie weiter, gnädige Frau"
64,asian college freshman,father says to marry his 3rd cousine <sep> actually does it,"Vater sagt, er solle seine Cousine 3. Grades heiraten <sep> tut es auch"
118,obese american,Are you going to <sep> eat that flag?,Wirst du <sep> diese Flagge essen?
191,mexicanotriste,Why would you <sep> eat my Guacamole?,Warum hast du <sep> meine Guacamole essen?
205,scumbag police officer,Cops... <sep> Only laugh at their own jokes,Polizisten... <sep> Lachen nur über ihre eigenen Witze
249,oppressive trans bro,transmisogynist? <sep> but I fuck trans women all the time!,Transmisogynist? <sep> aber ich ficke ständig Transfrauen!
189,scumbag catholic priest,Santa Claus doesn't exist <sep> is jesus who give you all those gifts,"Den Weihnachtsmann gibt es nicht <sep> es ist Jesus, der dir all diese Geschenke gibt"
94,asian college freshman,can't think of what to reply.. <sep> *goes offline*,mir fällt keine Antwort ein.. <sep> *geht offline*
228,scumbag police officer,Racial profiling? <sep> I investigated myself and found I did nothing wrong,"Ehtnisches Profiling? <sep> Ich habe selbst Nachforschungen angestellt und festgestellt, dass ich nichts falsch gemacht habe"
260,mexicans on a truck,Headed to your house Cesar.. <sep> HAPPY BIRTHDAY HOMIE!!!,"Auf dem Weg zu dir nach Hause, Cesar.. <sep> ALLES GUTE ZUM GEBURTSTAG, KUMPEL!!!"
