Meme ID,Template Name,Original (English),Translation
135,bad advice asian,one kilo of chicken wings. <sep> ,un kilo de alitas de pollo. <sep> 
76,muslim immigrant,how can we pray <sep> when the koran is burning,¿Cómo podemos rezar <sep> cuando el Corán está ardiendo?
270,policeman,Once you start killing civilians for busted tail lights <sep> You are now a murderer,Una vez que empiezas a matar civiles por luces traseras quebradas <sep> Ahora eres un asesino
195,oppressive trans bro,When I Grow Up <sep> I want to be a drag queen,ando sea mayor <sep> Quiero ser drag queen
35,generic indian guy,QUICK GIVE ME SOME <sep> CURRY!!!,"Rápido, dame un poco de <sep> curry!"
9,american pride eagle,"Support Our Troops, Motherfucker! <sep> Or we'll lock your ass up for tax evasion!!!","¡Apoya a nuestras tropas, hijo de puta! <sep> ¡O te meteremos en la cárcel por evasión de impuestos!"
154,jesus christ,no where in the bible was there any homosexuality <sep> god does not support gays in the slighest,En ninguna parte de la Biblia se menciona la homosexualidad <sep> Dios no apoya a los gays en lo más mínimo.
53,privilege denying tranny,abortion? a womans issue? <sep> transmen need abortions too!,¿aborto? ¿un problema de mujeres? <sep> ¡Los hombres trans también necesitan abortos!
64,asian college freshman,father says to marry his 3rd cousine <sep> actually does it,El padre dice que se case con su tercer primo <sep> y lo hace en realidad.
238,mexicans on a truck,Jose's family <sep> Going on a trip,La familia de José <sep> De viaje
49,asian college freshman,Indians are asian?! <sep> Since When?,¿Los indios son asiáticos? <sep> ¿Desde cuando?
283,confused muslim girl,When your husband would rather <sep> fuck his goat right in the pussy instead of you,Cuando tu marido prefiere <sep>follarse a su cabra por el coño en vez de a ti
194,oppressive trans bro,TRANS WOMEN <sep> GET MORE MEDIA REPRESENTATION THAN I DO,LAS MUJERES TRANS <sep> TIENEN MÁS REPRESENTACIÓN MEDIÁTICA QUE YO
249,oppressive trans bro,transmisogynist? <sep> but I fuck trans women all the time!,transmisógino? <sep> ¡pero me follo a mujeres trans todo el tiempo!
255,mexicans on a truck,carpooling to Vegas <sep> For jaime's birthday,Compartir coche a Las Vegas <sep> Para el cumpleaños de Jaime
278,feminist cunt,you're recording <sep> you better not put this on youtube,estás grabando <sep> será mejor que no lo subas a youtube
277,mexicanotriste,"Obama lied to me <sep> Said I could vote, but now I go to jail","Obama me mintió <sep> Dijo que podía votar, pero ahora voy a la cárcel"
161,transvestite trevor,TOMMY. <sep> ON SATURDAYS,TOMMY. <sep> LOS SÁBADOS
125,sassy black woman,"DO NOT, <sep> STOP THIS TRUCK!","¡NO, <sep> DETENGAS ESTE CAMIÓN!"
10,american pride eagle,took your LANGUAGE and improved it <sep> you are welcome,Tomamos tu IDIOMA y lo mejoramos <sep> de nada
248,scumbag catholic priest,Catholic church <sep> protecting pedo priests for 500 years,Iglesia católica <sep> protegiendo a los sacerdotes pedofilos durante 500 años
213,typical germany lover,KEEP CALM BRAZIL AND <sep> WE WILL KEEP IT SHORT AND TO THE POINT,MANTENGA LA CALMA BRASIL Y <sep> SERÁ BREVE Y CONCRETO
253,mexicans on a truck,we have to get across the border <sep> in time for the 2016 election,tenemos que cruzar la frontera <sep> a tiempo para las elecciones de 2016
134,american flag shotgun guy,ON THE SEVENTH DAY <sep> GOD CREATED THE RIFLE,EN EL SÉPTIMO DÍA <sep> DIOS CREÓ EL RIFLE
92,mexicanotriste,"Uncle told me he misses you, adrian. <sep> come back to cuba.","Mi tío me dijo que te extraña, Adrian. <sep> regresa a Cuba."
251,arabic meme,How exciting I just met <sep> Our 12 year old daughter's husband to be,"Que emocionante, acabo de conocer <sep> al futuro esposo de nuestra hija de 12 años"
111,bad advice asian,bring your dog <sep> we have chicken?,trae a tu perro <sep> ¿tenemos pollo?
129,obese american,"If you just work hard, you'll succeed! <sep> works 70 hour weeks, lives in a trailer","¡Si trabajas duro, tendrás éxito! <sep> trabaja 70 horas a la semana, vive en una caravana."
86,privilege denying tranny,HAS to put up with unfunny memes <sep> ridiculing her gender identity,Tiene que soportar memes poco graciosos <sep> que ridiculizan su identidad de género.
184,typical germany lover,Germany! <sep> always fun to watch,¡Alemania! <sep> siempre divertido de ver
207,transvestite trevor,So you admit <sep> To wearing women's clothing,Así que admites <sep> Llevar ropa de mujer
269,muslim immigrant,just in time <sep> for new year in cologne,justo a tiempo <sep> para el año nuevo en colonia
45,feministfrequently,I'm not a hypocrite <sep> i'm a woman,No soy hipócrita <sep> soy una mujer
117,stern but honest chinese guy,Brainwashing caused all our problems <sep> so we need more brainwashing,El lavado de cerebro causó todos nuestros problemas <sep> así que necesitamos más lavado de cerebro.
235,policeman,The largest street gang <sep> in America,La pandilla callejera más grande <sep> en los Estados Unidos
198,oppressive trans bro,Won't get gender legally changed <sep> because he doesn't want to go to a men's prison,No cambiará legalmente su género <sep> porque no quiere ir a una prisión de hombres.
71,stereotypical indian telemarketer,invites friend to a game night <sep> starts playing single player,Invita a un amigo a una noche de juegos <sep> comienza a jugar en modo de un jugador
89,strict policeman,i hate black people <sep> thats why i got a job with a gun,Odio a los negros <sep> por eso conseguí un trabajo con un arma
52,jesus christ,"Love one another* <sep> (Except faggots, they are gross)","Amense unos a otros* <sep> (Excepto los maricones, son asquerosos)"
231,y u so arab,women <sep> why do you not stop trying to drive?!,mujeres <sep> ¡¿por qué no dejas de intentar conducir?!
36,stereotypical indian telemarketer,when i try to duplicate your issue <sep> i get 'out of memory' error.,"Cuando intento duplicar tu problema <sep> Me sale un error de ""memoria insuficiente""."
226,arabic meme,Reeks of curry <sep> ,Huele a curry <sep> 
23,black kid,MY MOM NAMED ME <sep> PRINCESS.,MI MAMÁ ME NOMBRÓ <sep> PRINCESA.
103,jesus christ,yolo? <sep> never heard of it,¿yolo? <sep> nunca lo he oído.
138,american flag shotgun guy,SOUTH WILL <sep> RISE AGAIN,EL SUR <sep> SE LEVANTARÁ
274,jesus christ,liberals <sep> bigger losers than cnn's tv ratings,liberales <sep> mayores perdedores que los ratings de televisión de CNN
199,arabic meme,Alalalalalalallaah <sep> Thats the sound after masoud nuts in sultans sweet ass,Alalalalalalallaah <sep> Ese es el sonido después de las nueces de Masoud en el dulce culo del sultán
272,nia china,KEEP CALM <sep> AND PENETRATE CHINA!,MANTEN LA CALMA <sep> ¡Y PENETRA CHINA!
266,good chinese student,chinese students <sep> they are everywhere,estudiantes chinos <sep> están por todas partes
112,like a jew,"cashier says ""merry christmas"" <sep> demands multiculturalism","cajero dice ""feliz navidad"" <sep> exige multiculturalismo"
70,obese american,jogs for exercise... <sep> from her bed to the fridge,Corre para hacer ejercicio... <sep> de su cama al frigorífico.
191,mexicanotriste,Why would you <sep> eat my Guacamole?,¿Por que lo harias <sep> comer mi guacamole?
292,nia china,I am the king of china <sep> Inventer of vagina,Soy el rey de china <sep> Inventor de la vagina
177,jewish dude,want to come <sep> with?,¿quieres venir <sep> conmigo?
115,troll asian,I'm pretty damn happy <sep> about football,Estoy muy contento <sep> con el fútbol
230,arabic meme,"whats for dinner? goat? <sep> wait, where's my wife???","¿que hay para cenar? ¿cabra? <sep> espera, ¿dónde está mi esposa???"
140,condescending christian,fewer people coming to church. <sep> blames atheists.,Menos gente viene a la iglesia. <sep> culpa a los ateos.
271,privilege abusing white couple,I love you so much I put you in my <sep> long term memory,Te amo tanto que te puse en mi <sep> memoria a largo plazo
150,condescending christian,incredibly sexy <sep> equally annoying,Increíblemente sexy <sep>  e increíblemente molesta
109,feministfrequently,"If you can't outargue a Man <sep> Just scream about ""Privilege.""","Si no puedes superar a un Hombre <sep> Sólo grita sobre ""Privilegio""."
196,y u so arab,I heard there is a hijack <sep> am i too late?,He oído que hay un secuestro <sep> ¿llego demasiado tarde?
91,typical germany lover,fucked the world twice <sep> complains about immigrants,jodió al mundo dos veces <sep> se queja de los inmigrantes
179,indian father,ME <sep> 30 YEARS FROM NOW?,YO <sep> ¿DENTRO DE 30 AÑOS?
136,privilege abusing white couple,Asian dressed in black <sep> Are you a ninja?,Asiática vestida de negro <sep> ¿Eres un ninja?
252,good chinese student,im lizzie <sep> it was my birthday and ill milk it for all its worrth,Soy Lizzie <sep> fue mi cumpleaños y lo aprovecharé al máximo.
96,feminist cunt,"i hate men! <sep> GOD, i NEED A GUY'S COCK RIGHT NOW...","¡odio a los hombres! <sep> DIOS, NECESITO LA POLLA DE UN CHICO AHORA MISMO..."
30,generic indian guy,jason needs some brownie mix <sep> steven never texted him,jason necesita mezcla para brownies <sep> steven nunca le escribió
247,scumbag catholic priest,A Priest ! <sep> Hide the children !,Un sacerdote ! <sep> ¡Esconde a los niños!
144,troll asian,Says he cant play a game <sep> Asian,Dice que no puede jugar un juego <sep> Asiático.
239,scumbag police officer,I couldn't but help notice you have a brake light out <sep> ,No pude evitar notar que tienes una luz de freno fundida. <sep>
132,privilege abusing white couple,friends a black man on facebook <sep> he seems very articulate,Agrega a un hombre negro en Facebook <sep> parece muy elocuente.
127,success germany,lost 2 world wars <sep> still thinks they are the best,Perdí 2 guerras mundiales <sep> todavía piensa que son las mejores.
294,nia china,When you look back in life <sep> and you feel fulfilled,Cuando miras atrás en la vida <sep> y te sientes realizado
83,nice white girl,why can't i <sep> use the n word?,¿Por qué no puedo <sep> usar la palabra n?
60,asian college freshman,"oh shit, ribs on special <sep> diet starts tomorrow guys","Oh mierda, costillas en oferta <sep> La dieta empieza mañana chicos"
69,troll asian,EXpected by group members to do majority of work <sep> doesn't do anything,Esperado por los miembros del grupo para hacer la mayor parte del trabajo <sep> no hace nada.
44,feministfrequently,This background <sep> is sexist,Este fondo <sep> es sexista
221,policeman,come here!! <sep> ,¡¡ven aquí!! <sep> 
219,feministfrequently,Be angry on the internet! <sep> It will change things in real life!,¡Enójate en el internet! <sep> ¡Eso cambiará las cosas en la vida real!
7,skeptical black kid,so you're telling me <sep> you already adjusted our grades,así que me estás diciendo <sep> Ya ajustaste nuestras calificaciones
39,jesus christ,I don't have the answers to everything. <sep> Ask google.,No tengo las respuestas de todo. <sep> Preguntale a Google.
288,jesus christ,it looks like <sep> my presence is required here,parece que <sep> Mi presencia es requerida aquí
172,germany pls,spring is finally here <sep> the whole countryside is yellow,por fin ha llegado la primavera <sep> todo el campo está amarillo
170,bad advice asian,you never see <sep> stray cat in chinatown,Nunca ves <sep> un gato callejero en Chinatown/ Nunca se ve un gato callejero en Chinatown.
47,privilege denying feminist,quit leaving the toilet seat up <sep> women use it down so you must put it down,"Deja de dejar la tapa del inodoro arriba <sep> las mujeres la usan abajo, así que debes bajarla."
3,skeptical black kid,So you're telling me <sep> that Macbeth actually trusted three random witches.,Así que me estás diciendo <sep> que Macbeth en realidad confió en tres brujas al azar.
128,germany pls,"speak a language considered good for swearing in <sep> everyone says ""fuck""","Habla un idioma considerado bueno para maldecir <sep> todos dicen ""fuck""."
51,jewish dude,I Got Punched In The Face At A bar mitzvah <sep> BY MY COUSIN WHOSE bar mitzvah IT WAS,"Me dieron un puñetazo en la cara en un bar mitzvah <sep> MI PRIMO, EN SU BAR Mitzvah"
74,advicejew,my name is <sep> tony,mi nombre es <sep> Tony
222,advicejew,you pay taxes <sep> because of us,pagas impuestos <sep> gracias a nosotros
145,typical germany lover,Hitler <sep> did nothing wrong,hitler <sep> no hizo nada malo
90,troll asian,one does not simply <sep> press the toilet flush,uno no simplemente <sep> presiona la cisterna del inodoro
102,mexicanotriste,Did manual labor today <sep> Reminded me of you.,Hice trabajo manual hoy <sep> Me recordó a ti.
33,generic indian guy,SHUT UP OSAMA! <sep> HE IS MY SON!,¡CALLA OSAMA! <sep> ¡ÉL ES MI HIJO!
40,stereotypical indian telemarketer,"I do have your customer on the other line... <sep> Thank you for patiently holding, mr. derp","Tengo a su cliente en la otra línea... <sep> Gracias por esperar pacientemente, señor derp"
299,nia china,When your emperor <sep> Burns all the books at school,Cuando tu emperador <sep> quema todos los libros en la escuela.
124,sassy black woman,SHUT YOUR <sep> MOUTH,CIERRA TU <sep> BOCA
139,feminist cunt,Sexually harassed by group of black guys <sep> blames the white male patriarchy,Acosado sexualmente por un grupo de negros <sep> culpa al patriarcado masculino blanco
4,skeptical black kid,so you felt depressed <sep> because you were too fat?,¿Entonces te sentiste deprimido <sep> porque estabas demasiado gordo?
236,scumbag police officer,"85 in a 70? <sep> Oh, I didn't see that you're a beautiful blonde. Carry on ma'am","85 en un 70? <sep> Oh, no vi que eras una hermosa rubia. Siga adelante, señora."
293,nia china,"athletic scholarship this, athletic scholarship that <sep> who's really getting paid here?","Beca atlética esto, beca atlética aquello <sep> ¿a quién le pagan realmente aquí?"
284,obese american,hates big government <sep> gets social security,Odia al gran gobierno <sep> recibe seguridad social.
187,arabic meme,5 goats and 2 cows.. <sep> I have many sons.,5 cabras y 2 vacas.. <sep> Tengo muchos hijos.
214,y u so arab,who's SHOCKED <sep> by the RACISM ??,¿Quién está SORPRENDIDO? <sep> ¿por el RACISMO??
17,sassy black woman,YOU AIN'T GETTIN' NO FRIED CHICKEN <sep> TILL' YOU FINISH ALL  YOUR COOL-AID,NO VAS A CONSEGUIR POLLO FRITO <sep> HASTA QUE TERMINES TODO TU COOL-AID
106,jewish dude,not getting abused by reddit <sep> feels discriminated against,no ser abusado por reddit <sep> se siente discriminado
167,bad advice asian,not my fault <sep> it was poorly designed,No es mi culpa <sep> estaba mal diseñado
227,privilege denying feminist,there's no shame in nude photos <sep> stop humiliating women by releasing their nude photos,No hay vergüenza en las fotos de desnudos <sep> Dejen de humillar a las mujeres publicando sus fotos de desnudos
250,mexicans on a truck,"Natives be like <sep> On our way to the state games,save us a spot.","Los nativos sonasi <sep> En nuestro camino a los juegos estatales, guárdanos un lugar."
32,generic indian guy,STANLEY I COULD EAT YOU FOR BREAKFAST <sep> LUNCH AND DINNER,Stanley podría comerte para el desayuno <sep> el almuerzo y la cena.
58,advicejew,yeah yeah merry chrismas <sep> now bring me my free shit,"yeah yeah, feliz Navidad <sep> ahora tráeme mis cosas/shit gratis."
237,scumbag police officer,Join the police force! <sep> Kill unarmed kids and get paid vacations!,¡Únete a la fuerza policial! <sep> ¡Mata a niños desarmados y obtén vacaciones pagadas!
163,success germany,zero tolerance on <sep> douche bags,tolerancia cero con <sep> los idiotas
171,germany pls,winter too cold <sep> summer too hot,invierno demasiado frío <sep> verano demasiado caluroso
228,scumbag police officer,Racial profiling? <sep> I investigated myself and found I did nothing wrong,¿Perfiles raciales? <sep> Me investigué a mi mismo y descubrí que no hice nada malo
156,y u so arab,ARAB FRIEND <sep> CHRIS,AMIGO ÁRABE <sep> CHRIS
286,privilege abusing white couple,Wedding day <sep> This Friday,Día de la boda <sep> Este viernes
11,american pride eagle,a promise to me <sep> was broken,Una promesa hecha a mí <sep> fue rota
104,success germany,lend greece own taxpayer money <sep> STILL GET CALLED A NAZI,prestarle a Grecia el dinero de sus propios contribuyentes <sep> TODAVÍA ME LLAMAN NAZI
146,like a jew,Gets brilliant idea for a sequal <sep> someone loses schindler's list,Tiene una idea brillante para una secuela <sep> alguien pierde la lista de Schindler
165,jewish dude,i eat bacon <sep> when no one's looking,Como tocino <sep> cuando nadie está mirando.
50,feminist cunt,Equality for women!!! <sep> laughs at other feminists who think that men deserve the same,Igualdad para las mujeres!!! <sep> se ríe de otras feministas que piensan que los hombres merecen lo mismo
15,sassy black woman,IVY <sep> 30 YEARS LATER,IVY <sep> 30 AÑOS DESPUÉS
297,feministfrequently,When you finally realize <sep> you need more t-shirts,Cuando finalmente te das cuenta <sep> que necesitas más camisetas
188,indian father,If at first you don't succeed <sep> Don't come home,Si al principio no tienes éxito <sep> no vuelvas a casa.
233,jewish dude,you shall not <sep> access your favorite websites,No deberás <sep> acceder a tus sitios web favoritos.
162,privilege denying feminist,porn is disgusting and sexist <sep> so the stuff I like isn't porn,El porno es repugnante y sexista <sep> así que lo que me gusta no es porno
182,richarabclap,lets stop sending money to foreigners <sep> and use that money to send every american to yale,Dejemos de enviar dinero a extranjeros <sep> y usemos ese dinero para enviar a todos los estadounidenses a Yale.
296,nia china,Being a nice person <sep> Does not mean being stupid,Ser una buena persona <sep> No significa ser estúpido
77,like a jew,I'll give you a hint <sep> The matzah is in my pants,Te daré una pista <sep> La matzá está en mis pantalones
123,sassy black woman,BRING ME TO MCDONALDS <sep> BEFORE I BEAT YOU,Llévame a McDonald's <sep> ANTES DE QUE TE PEGUE.
147,privilege denying tranny,Special thanks to mr futch <sep> for funding the dragqueen eutopia,Un agradecimiento especial al Sr. Futch <sep> por financiar la Eutopía Dragqueen
157,white power problems,I ASKED A JEWISH GIRL FOR HER NUMBER <sep> SHE ROLLED UP HER SLEEVES,le pedí a una chica judía su número <sep> se subió las mangas
121,transvestite trevor,don't worry <sep> i can be nathan too,No te preocupes <sep> también puedo ser Nathan.
131,privilege abusing white couple,minority children deserve to be admitted <sep> into the best trade schools,Los niños de minorías merecen ser admitidos <sep> en las mejores escuelas de oficios.
210,oppressive trans bro,Don't like what you see? <sep> Don't bend over in front of me,¿No te gusta lo que ves? <sep> No te inclines frente a mí.
81,stereotypical indian telemarketer,"technical support, <sep> this is karan speaking","soporte técnico, <sep> habla karan"
264,typical germany lover,Susanne Lang <sep> Probably the best Technical translator in Germany,Susanne Lang <sep> Probablemente la mejor traductora técnica de Alemania
142,american flag shotgun guy,They Took <sep> our jobs!!!,¡¡¡Nos quitaron  <sep>  nuestro trabajo!!!
168,mexicanotriste,the look on our faces <sep> when mr.mwai stole another lesson,la expresión de nuestras caras <sep> cuando el señor mwai se robó otra lección
65,asian college freshman,Has a lockeroom <sep> needs no keys to open it,Tiene un vestuario <sep> no necesita llaves para abrirlo
26,black kid,HOW I FEEL <sep> WHEN THE KIDS ARE ASLEEP,COMO ME SIENTO <sep> CUANDO LOS NIÑOS DUERMEN
48,privilege denying feminist,wants Everything Equal <sep> Except for when the military draft comes,quiere que todo sea igual <sep> Excepto cuando llega el reclutamiento militar
97,obese american,There's nothing wrong with the way i look <sep> It's todays society that's wrong,No hay nada malo con mi apariencia <sep> Es la sociedad actual la que está mal
185,richarabclap,MANCHESTER CITY <sep> A LOCAL CLUB FOR LOCAL FANS,MANCHESTER CITY <sep> UN CLUB LOCAL PARA AFICIONADOS LOCALES
