Meme ID,Template Name,Original (English),Translation
285,obese american,hates big government <sep> collects disability benefits,讨厌大政府 <sep> 领取残疾人福利
155,privilege denying tranny,"surprise! <sep> geoff monday through friday, but georgia on the weekends",惊喜！ <sep> 周一到周五是杰夫，周末是乔治亚
123,sassy black woman,BRING ME TO MCDONALDS <sep> BEFORE I BEAT YOU,带我去麦当劳 <sep> 在我打败你之前
274,jesus christ,liberals <sep> bigger losers than cnn's tv ratings,自由派 <sep> 比 CNN 的电视收视率损失更大
30,generic indian guy,jason needs some brownie mix <sep> steven never texted him,杰森需要一些布朗尼混合物 <sep> 史蒂文从来没有给他发过短信
161,transvestite trevor,TOMMY. <sep> ON SATURDAYS,TOMMY。 <sep> 星期六
179,indian father,ME <sep> 30 YEARS FROM NOW?,我 <sep> 30 年后呢？
107,strict policeman,i dont always beat teenagers <sep> but when i do my FAVORITEs are ones named mike manol,我并不总是打败青少年 <sep> 但当我打败他们时，我最喜欢的是那些叫迈克·马诺尔的人
33,generic indian guy,SHUT UP OSAMA! <sep> HE IS MY SON!,闭嘴，奥萨马！ <sep> 他是我的儿子！
76,muslim immigrant,how can we pray <sep> when the koran is burning,我们怎样才能祈祷 <sep> 当古兰经被焚烧时
299,nia china,When your emperor <sep> Burns all the books at school,当你的皇帝 <sep> 烧毁学校里所有的书
61,troll asian,how you doing? <sep> ,你好吗？ <sep>
141,white power problems,"wants to defend ""white tradition"" <sep> lives in NY and eats at mcdonalds",想要捍卫“白人传统” <sep> 住在纽约，吃麦当劳
103,jesus christ,yolo? <sep> never heard of it,哟洛？ <sep> 从来没有听说过
280,muslim immigrant,muslim does not equal to terroism <sep> we need peace with muslims,穆斯林不等于恐怖主义 <sep> 我们需要与穆斯林和平相处
284,obese american,hates big government <sep> gets social security,讨厌大政府 <sep> 获得社会保障
246,typical germany lover,Is stopped twice from taking over Europe <sep> now controls the Euro-Zone,两次阻止接管欧洲 <sep> 现在控制欧元区
168,mexicanotriste,the look on our faces <sep> when mr.mwai stole another lesson,我们脸上的表情 <sep> 当 mwai 先生偷走了另一个教训
205,scumbag police officer,Cops... <sep> Only laugh at their own jokes,警察...... <sep> 只会对自己的笑话发笑
296,nia china,Being a nice person <sep> Does not mean being stupid,做一个好人 <sep> 并不意味着愚蠢
216,confused muslim girl,When you go to the beach and no one has a suit <sep> ,当你去海滩，没有人穿泳衣时 <sep> 
99,condescending christian,"I respect your views <sep> ""want to come to my youth group?""",我尊重你的观点 <sep> “想加入我的青年团体吗？”
231,y u so arab,women <sep> why do you not stop trying to drive?!,女人 <sep> 为什么你不停止尝试开车？！
288,jesus christ,it looks like <sep> my presence is required here,看起来 <sep> 这里需要我的出席
127,success germany,lost 2 world wars <sep> still thinks they are the best,输掉了两次世界大战 <sep> 仍然认为它们是最好的
211,feministfrequently,Complains that women are underrepresented in STEM fields <sep> Gets a degree in women's studies,抱怨女性在 STEM 领域的代表性不足 <sep> 获得女性研究学位
18,successful mexican,I come to <sep> tend your garden,我来 <sep> 照料你的花园
101,stern but honest chinese guy,I say i'm good at handball <sep> But when i tried out for the team i didn't make it,我说我擅长手球 <sep> 但当我为球队试训时，我没能成功
151,strict policeman,calls you a pedophile <sep> trades child porn on the internet,称你为恋童癖者 <sep> 在网上贩卖儿童色情内容
115,troll asian,I'm pretty damn happy <sep> about football,我非常该死的开心 <sep> 对于足球
81,stereotypical indian telemarketer,"technical support, <sep> this is karan speaking",技术支援， <sep> 我是 Karan
137,american flag shotgun guy,Guess what <sep> its veterans day,猜猜看 <sep> 今天是退伍军人节
298,muslim immigrant,when the bomb goes off too early <sep> ALLAH YOU CUNTTTTT,当炸弹爆炸得太早的时候 <sep> 真主你这个混蛋
244,feminist cunt,I want full equality in physically tough jobs <sep> Women should have easier physical tests,我希望在体力艰苦的工作中实现完全平等 <sep> 女性应该接受更容易的体能测试
254,arabic meme,Do I got something in my teeth <sep> ,我的牙齿里有东西吗 <sep> 
181,scumbag police officer,DON'T TEXT AND DRIVE <sep> HAS LAPTOP INSTALLED IN CAR,不要边开车边发短信 <sep> 在车里安装了笔记本电脑
159,stern but honest chinese guy,America hates communism so much <sep> that it has borrowed 2 trillion from china,美国非常痛恨共产主义 <sep> 以至于它向中国借了 2 万亿美元
10,american pride eagle,took your LANGUAGE and improved it <sep> you are welcome,我们不光用你的语言而且改进了你的语言<sep>不用谢
220,confused muslim girl,When Crosby gets shot and you're not even invited <sep> ,当克罗斯比被枪杀而你甚至没有被邀请时 <sep> 
282,policeman,Freeze! You're under arrest <sep> For producing non accessible material,别动！你被捕了 <sep> 因为你制作了无法访问的材料
110,good chinese student,what ever <sep> ,无论如何 <sep>
100,mexicanotriste,WHY DO I HAVE A .. <sep> BABY DICK,为什么我有... <sep> 小鸡鸡
245,oppressive trans bro,I got raped and got pregnant <sep> but i identify as male so its allright... also charmingly excentric,我被强奸了，还怀孕了 <sep> 但我认为自己是男性，所以没关系……也很迷人
90,troll asian,one does not simply <sep> press the toilet flush,一个人不能简单地 <sep> 按下马桶冲水
163,success germany,zero tolerance on <sep> douche bags,零容忍 <sep> 对混蛋
207,transvestite trevor,So you admit <sep> To wearing women's clothing,所以你承认 <sep> 穿女装
287,angry muslim guy,When you realize <sep> That was you car,当你意识到 <sep> 那是你的车
47,privilege denying feminist,quit leaving the toilet seat up <sep> women use it down so you must put it down,不要把马桶座圈掀起来 <sep> 女人会把它放下，所以你必须把它放下
15,sassy black woman,IVY <sep> 30 YEARS LATER,常春藤 <sep> 30 年后
77,like a jew,I'll give you a hint <sep> The matzah is in my pants,我给你一个提示 <sep> 无酵饼在我的裤子里
214,y u so arab,who's SHOCKED <sep> by the RACISM ??,谁感到震惊 <sep> 因为种族主义？？
16,sassy black woman,"<emp> <sep> SON, WHY DIDN'T YOU STEAL THAT?",<emp> <sep> 儿子，你为什么不偷那个？
118,obese american,Are you going to <sep> eat that flag?,你是打算… <sep> 吃掉那面旗子吗？
113,stern but honest chinese guy,You are good at the olympics <sep> but terrible at money management.,你在奥运会上表现出色 <sep> 但在资金管理上却很糟糕。
145,typical germany lover,Hitler <sep> did nothing wrong,希特勒 <sep> 没有做错什么
180,angry muslim guy,SEES UNACCEPTABLE MUSLIM MEME <sep> WISHES THEY COULD PROVIDE A BETTER MEME IN RESPONSE,看到不可接受的穆斯林表情包 <sep> 希望他们能提供更好的表情包作为回应
36,stereotypical indian telemarketer,when i try to duplicate your issue <sep> i get 'out of memory' error.,当我尝试复制你的问题时 <sep> 我收到“内存不足”错误讯息。
281,angry muslim guy,hates british <sep> moves to london,讨厌英国人 <sep> 搬到伦敦
131,privilege abusing white couple,minority children deserve to be admitted <sep> into the best trade schools,少数民族儿童值得被录取 <sep> 进入最好的职业学校
14,sassy black woman,WHEN PEOPLE LEAVE THE DOOR OPEN <sep> OH NO YOU DIDNT !,当人们把门打开时 <sep> 哦不，你没有！
49,asian college freshman,Indians are asian?! <sep> Since When?,印度人是亚洲人？！ <sep> 从何时起？
183,good chinese student,Fights off robber with fly spray <sep> Good for controlling pests,使用灭蝇喷雾剂驱赶强盗 <sep> 有效控制害虫
106,jewish dude,not getting abused by reddit <sep> feels discriminated against,没有受到 reddit 的辱骂 <sep> 感觉受到了歧视
176,germany pls,Interviewer has weak handshake <sep> Not sure what to do,面试官握手时无力 <sep> 不知道该怎么办
11,american pride eagle,a promise to me <sep> was broken,对我的承诺 <sep> 被打破了
283,confused muslim girl,When your husband would rather <sep> fuck his goat right in the pussy instead of you,你老公宁可<sep>草山羊也不草你
166,scumbag catholic priest,Avoids meat as a sacrifice during Holy week <sep> Eats seafood that taste better than meat,圣周期间避免食用肉类作为祭品 <sep> 吃比肉更美味的海鲜
206,obese american,i don't know much about russia <sep> because i don't speak spanish,我不太了解俄罗斯 <sep> 因为我不会说西班牙语
84,nice white girl,but my dreamcatcher tattoo <sep> honors native culture!,但我的捕梦网纹身 <sep> 尊重本土文化！
219,feministfrequently,Be angry on the internet! <sep> It will change things in real life!,在网上发怒吧！ <sep> 它将改变现实生活中的事情！
270,policeman,Once you start killing civilians for busted tail lights <sep> You are now a murderer,一旦你因为汽车尾灯损坏而开始杀害平民 <sep> 你现在就是杀人犯
227,privilege denying feminist,there's no shame in nude photos <sep> stop humiliating women by releasing their nude photos,裸照并不可耻 <sep> 不要再发布裸照来羞辱女性
201,bad advice asian,"#4 rule <sep> If he truly likes you, he'll forgive you.",规则#4 <sep> 如果他真的喜欢你，他会原谅你。
240,richarabclap,Let's become one... <sep> One israel,让我们团结起来...... <sep> 一个以色列
196,y u so arab,I heard there is a hijack <sep> am i too late?,我听说发生了劫机事件 <sep> 我来晚了吗？
217,american flag shotgun guy,THE UNIVERSE <sep> DOES NOT EXIST,宇宙 <sep> 不存在
286,privilege abusing white couple,Wedding day <sep> This Friday,婚礼日期 <sep> 本周五
226,arabic meme,Reeks of curry <sep> ,咖喱味十足 <sep> 
78,advicejew,Life got you down? <sep> Would it kill you to call your mother?,生活让你失落？ <sep> 给你妈妈打电话会要了你的命吗？
252,good chinese student,im lizzie <sep> it was my birthday and ill milk it for all its worrth,我是lizzi，今天是我生日<sep>我会利用好今天的每分每秒
116,troll asian,Asian Jerry asks where you go to create a meme <sep> uses it against you...such an asshole!,亚洲杰瑞问你去哪里创作表情包 <sep> 用它来对付你...真是个混蛋！
67,stern but honest chinese guy,You call it Chinese food <sep> we just call it food,你称它为中国菜 <sep> 我们只称它为食物
129,obese american,"If you just work hard, you'll succeed! <sep> works 70 hour weeks, lives in a trailer",只要你努力工作，你就会成功！ <sep> 每周工作 70 小时，住在拖车里
56,privilege denying tranny,I may not be able to milk my tits <sep> but i can sure milk my cock,我的奶子可能不能出奶<sep>但我
136,privilege abusing white couple,Asian dressed in black <sep> Are you a ninja?,身着黑衣的亚洲人 <sep> 你是忍者吗？
82,y u so arab,Hey syrian guy <sep> y u post a picture of me but not a picture of you?,嘿，叙利亚人 <sep> 你为什么发布了我的照片，却没有发布你的照片？
222,advicejew,you pay taxes <sep> because of us,你纳税<sep>是给我们纳的
1,skeptical black kid,Hmmm... <sep> Fried chicken you say,嗯... <sep> 你说炸鸡
278,feminist cunt,you're recording <sep> you better not put this on youtube,你正在录制 <sep> 你最好不要把这个放到 youtube 上
178,indian father,how dare you... <sep> Krishna is not to be mocked,你怎么敢... <sep> 克里希纳不容嘲笑
277,mexicanotriste,"Obama lied to me <sep> Said I could vote, but now I go to jail",奥巴马骗了我 <sep> 说我可以投票，但现在我却进了监狱
162,privilege denying feminist,porn is disgusting and sexist <sep> so the stuff I like isn't porn,色情内容令人恶心，带有性别歧视 <sep> 所以我喜欢的东西不是色情内容
212,typical germany lover,KEEP CALM AND <sep> WATCH GERMANY WIN!!,保持冷静和 <sep> 看着德国胜利！！
45,feministfrequently,I'm not a hypocrite <sep> i'm a woman,我不是伪君子 <sep> 我是一个女人
225,confused muslim girl,When Mr. Greene talks... <sep> What does that even mean?!,当格林先生讲话时... <sep> 那到底是什么意思？！
239,scumbag police officer,I couldn't but help notice you have a brake light out <sep> ,我忍不住注意到你的刹车灯坏了 <sep> 
251,arabic meme,How exciting I just met <sep> Our 12 year old daughter's husband to be,太好了我刚刚遇见了<sep>咱们12岁女儿的未来夫婿
125,sassy black woman,"DO NOT, <sep> STOP THIS TRUCK!",不要， <sep> 停下这辆卡车！
27,black kid,THIS IS ME <sep> WHEN I HEARD YOUR BROTHER IS SINGLE,这就是我 <sep> 当我听说你兄弟是单身时
72,strict policeman,studies criminal justice <sep> police academy teaches him everything,研究刑事司法 <sep> 警察学院教他一切
268,richarabclap,AND YOUR COWORKER <sep> LOVES IT,还有你的同事 <sep> 很喜欢它
194,oppressive trans bro,TRANS WOMEN <sep> GET MORE MEDIA REPRESENTATION THAN I DO,跨性别女性 <sep> 比我获得更多的媒体报道
152,muslim immigrant,but i said alvin is like my brother <sep> you must accept me,但我说艾尔文就像我的兄弟 <sep> 你必须接受我
96,feminist cunt,"i hate men! <sep> GOD, i NEED A GUY'S COCK RIGHT NOW...",我讨厌男人！ <sep> 天啊，我现在需要一个男人的鸡巴……
4,skeptical black kid,so you felt depressed <sep> because you were too fat?,所以你感到沮丧 <sep> 因为你太胖了？
32,generic indian guy,STANLEY I COULD EAT YOU FOR BREAKFAST <sep> LUNCH AND DINNER,斯坦利我可以把你当早餐吃掉 <sep> 午饭和晚饭
272,nia china,KEEP CALM <sep> AND PENETRATE CHINA!,保持冷静 <sep> 并渗透到中国！
202,oppressive trans bro,these fucking cunts <sep> are so hysterical,这些混蛋 <sep> 太歇斯底里了
70,obese american,jogs for exercise... <sep> from her bed to the fridge,慢跑锻炼... <sep> 从她的床到冰箱
126,y u so arab,you can do whatever you want <sep> but we're having dinner,你可以做任何你想做的事 <sep> 但我们要吃晚饭
243,angry muslim guy,Happy <sep> New year!!!,快乐的 <sep> 新年！！！
199,arabic meme,Alalalalalalallaah <sep> Thats the sound after masoud nuts in sultans sweet ass,Alalalalalalallaah <sep> 这是马苏德在苏丹甜屁股里射精后发出的声音
228,scumbag police officer,Racial profiling? <sep> I investigated myself and found I did nothing wrong,种族定性？ <sep> 我调查了自己，发现我没有做错什么
266,good chinese student,chinese students <sep> they are everywhere,中国学生 <sep> 他们无处不在
223,confused muslim girl,Complain about the system <sep> Doesn't cooperate in order to receive benefits,投诉系统 <sep> 为了获得好处而不合作
65,asian college freshman,Has a lockeroom <sep> needs no keys to open it,有一个储物室 <sep> 无需钥匙即可打开
158,muslim immigrant,LET US IN THEY SAID <sep> WE'LL BE NICE THEY SAID,他们说让我们进来 <sep> 他们说我们会很友善
66,troll asian,"dad told me to be a doctor, so i did <sep> in anthropology",爸爸告诉我要当一名医生，所以我就这么做了 <sep> 人类学
24,black kid,MITT ROMNEY <sep> IS GAY,米特·罗姆尼 <sep> 是同性恋
273,transvestite trevor,I'm looking for Nikhil <sep> Can you find him please,我在找尼基尔 <sep> 请问你能找到他吗
117,stern but honest chinese guy,Brainwashing caused all our problems <sep> so we need more brainwashing,洗脑导致了我们所有的问题 <sep> 所以我们需要更多的洗脑
17,sassy black woman,YOU AIN'T GETTIN' NO FRIED CHICKEN <sep> TILL' YOU FINISH ALL  YOUR COOL-AID,你吃不到炸鸡 <sep> 直到你喝完所有的酷爱饮料
187,arabic meme,5 goats and 2 cows.. <sep> I have many sons.,5 只山羊和 2 头牛...... <sep> 我有很多儿子。
188,indian father,If at first you don't succeed <sep> Don't come home,如果一开始你没有成功 <sep> 不要回家
60,asian college freshman,"oh shit, ribs on special <sep> diet starts tomorrow guys",哦，妈呀，排骨特价 <sep>伙计们明天开始减肥
142,american flag shotgun guy,They Took <sep> our jobs!!!,他们拿走了 <sep> 我们的工作!!!
139,feminist cunt,Sexually harassed by group of black guys <sep> blames the white male patriarchy,被一群黑人性骚扰 <sep> 归咎于白人男性父权制
41,jesus christ,The Technique <sep> will save you,技术 <sep> 会拯救你
88,nice white girl,why are black girls <sep> so loud?,黑人女生<sep>怎么那么吵？
200,mexicans on a truck,Heading to Ellie's <sep> Who's coming?,前往艾莉家 <sep> 谁会来？
213,typical germany lover,KEEP CALM BRAZIL AND <sep> WE WILL KEEP IT SHORT AND TO THE POINT,巴西保持冷静 <sep> 我们将会简短而直截了当
19,successful mexican,I PASSED THE BORDER <sep> THATS WHY IM HAPPY,我越过了边境 <sep> 这就是我很高兴的原因
13,american pride eagle,SEES COMMENTS ON YOUTUBE VIDEO OF NON-SPEAKING ENGLISH COUNTRY <sep> ENGLISH PLEASE,在油管上看到非英语评论<sep>请说英语
46,angry muslim guy,God is allmighty <sep> But I'll beat the wife myself,上帝是万能的 <sep> 但我会亲自打老婆
173,like a jew,can't watch porn <sep> bans the internet,不能看色情片 <sep> 禁止互联网
198,oppressive trans bro,Won't get gender legally changed <sep> because he doesn't want to go to a men's prison,不会合法改变性别 <sep> 因为他不想去男子监狱
21,successful mexican,My name is emmanuel <sep> i mow your lawn $.50,我的名字是 Emmanuel <sep> 我帮你修剪草坪 $.50
71,stereotypical indian telemarketer,invites friend to a game night <sep> starts playing single player,邀请朋友参加游戏之夜 <sep> 开始玩单人游戏
195,oppressive trans bro,When I Grow Up <sep> I want to be a drag queen,长大后 <sep> 我想成为一名变装皇后
119,white power problems,THINKS JUDAISM <sep> IS A RACE,犹太教思想 <sep> 是一场竞赛
140,condescending christian,fewer people coming to church. <sep> blames atheists.,去教堂的人越来越少。 <sep> 指责无神论者。
62,typical germany lover,adolf hitler <sep> was austrian,阿道夫·希特勒 <sep> 是奥地利人
134,american flag shotgun guy,ON THE SEVENTH DAY <sep> GOD CREATED THE RIFLE,第七天 <sep> 上帝创造了步枪
51,jewish dude,I Got Punched In The Face At A bar mitzvah <sep> BY MY COUSIN WHOSE bar mitzvah IT WAS,我在成人礼上被打了一拳 <sep> 那是我表哥的成人礼
267,policeman,If you don't want to be shot by police <sep> Have you tried not attacking them?,如果你不想被警察枪杀 <sep> 你试过不攻击他们吗？
235,policeman,The largest street gang <sep> in America,最大的街头帮派 <sep> 在美国
28,black kid,OLD PIC OF JAY-Z <sep> <emp>,JAY-Z 的旧照片 <sep> <emp>
112,like a jew,"cashier says ""merry christmas"" <sep> demands multiculturalism",收银员说“圣诞快乐” <sep> 要求多元文化
218,richarabclap,i'm so happy we have kids <sep> to blow up,我很高兴我们有孩子 <sep> 爆炸了
89,strict policeman,i hate black people <sep> thats why i got a job with a gun,我讨厌黑人 <sep> 这就是为什么我找到了一份带枪的工作
39,jesus christ,I don't have the answers to everything. <sep> Ask google.,我不知道所有问题的答案。 <sep> 问问谷歌。
121,transvestite trevor,don't worry <sep> i can be nathan too,别担心 <sep> 我也可以成为 nathan
261,american flag shotgun guy,you may take my sunshine <sep> But you'll never take my freedom,你可以夺走我的阳光 <sep> 但你永远夺不走我的自由
234,jewish dude,simmons <sep> is a good brother to us and loyal to our agendas,simmons <sep> 是我们的好兄弟，忠于我们的议程
289,angry muslim guy,It's racist to call me a goat humper <sep> Even though I hump goats,称我为操山羊的人是种族主义 <sep> 尽管我操山羊
157,white power problems,I ASKED A JEWISH GIRL FOR HER NUMBER <sep> SHE ROLLED UP HER SLEEVES,我向一位犹太女孩要了她的电话号码 <sep> 她卷起了袖子
73,typical germany lover,hears friend mention germany <sep> bore friend to death with info about germany,听到朋友提到德国 <sep> 用关于德国的信息烦死朋友
238,mexicans on a truck,Jose's family <sep> Going on a trip,Jose 一家 <sep> 去旅行
59,asian college freshman, <sep> I don't see a problem here, <sep> 我觉得这没什么问题
275,scumbag catholic priest,Show your hate for healthy sex <sep> Become a priest today!,表达你对健康性行为的厌恶 <sep> 今天就成为一名牧师！
276,policeman,"Actually, Facebook does <sep> Have rules on grammar...",事实上，Facebook 确实 <sep> 有语法规则...
34,generic indian guy,1 pound fish <sep> very very cheap,1 磅鱼 <sep> 非常非常便宜
74,advicejew,my name is <sep> tony,我的名字是 <sep> 托尼
31,generic indian guy,buys expensive guns <sep> cant afford shoes,购买昂贵的枪支 <sep> 买不起鞋子
133,privilege abusing white couple,trouble making the mortgage payment <sep> i left my checkbook at home,难以支付抵押贷款 <sep> 我把支票簿忘在家里了
23,black kid,MY MOM NAMED ME <sep> PRINCESS.,我妈妈给我起的名字 <sep> 公主。
54,privilege denying tranny,the birth of the baby jesus was a queer party <sep> all the dudes wore dresses!,耶稣诞生是一场同性恋派对 <sep> 所有的人都穿着裙子！
269,muslim immigrant,just in time <sep> for new year in cologne,刚刚好赶上<sep>科隆的新年
257,american flag shotgun guy, <sep> ain't scared of no tornado, <sep> 不怕龙卷风
122,y u so arab,father <sep> why do you not stop yelling at me,爸爸 <sep> 你为什么一直对我大喊大叫
185,richarabclap,MANCHESTER CITY <sep> A LOCAL CLUB FOR LOCAL FANS,曼城 <sep> 为当地球迷打造的当地俱乐部
263,stern but honest chinese guy,The Linder-Green family should move to <sep> North Korea/DPRK,Linder-Green 一家应该搬到 <sep> 朝鲜/朝鲜
186,feministfrequently,I had a friend that got almost raped <sep> your argument is invalid,我有一个朋友差点被强奸 <sep> 你的论点无效
259,mexicans on a truck,"all aboard <sep> next stop, Dodgers Stadium",全体上车 <sep> 下一站，道奇体育场
153,privilege denying feminist,if a man is raped <sep> his body can shut that thing down,如果一个男人被强奸了<sep>他的机体能自行对应这种情况
